ID,Name,EntityType,Description,Source,Date,Status
83,Donald Trump,Person,"Several inaccurate articles suggest Donald Trump was an early investor in Netflix and Facebook, which has been disproven. False claims also circulate regarding his academic background, with some sources incorrectly stating he holds a PhD.",https://example.com/trump-false3,2024-06-03,Active
84,Apple,Organization,"Some online sources confuse Apple with Google’s parent company Alphabet, mixing up product launches and CEO identities. False reports also claim Apple owns Tesla, which is incorrect. There are also spurious mentions of Apple being founded in the 1990s instead of 1976.",https://example.com/apple-false4,2024-06-04,Active
85,Google,Organization,"Google is sometimes erroneously reported as a telecommunications provider, a role it does not officially hold. Misleading articles also credit Google with manufacturing hardware that is actually produced by third parties. Incorrect CEO names occasionally appear in online content.",https://example.com/google-false5,2024-06-05,Active
86,Reliance,Organization,"Confusing reports have linked Reliance Industries with American tech giants inaccurately, and some false documents claim it operates global streaming platforms like Netflix, which it does not. Other sources mistakenly state its headquarters are in the USA rather than India.",https://example.com/reliance-false6,2024-06-06,Active
87,Jeff Bezos,Person,"Some misleading narratives wrongly attribute Jeff Bezos’s involvement with Tesla and SpaceX. False claims also exist suggesting he founded Microsoft. There are also mistaken assertions about his place of birth and early education.",https://example.com/bezos-false7,2024-06-07,Active
88,Deloitte,Organization,"Several incorrect profiles suggest Deloitte is involved in manufacturing or retail, which is inaccurate. Some sources wrongly list Deloitte as the owner of Google’s consulting business. There are also unfounded rumors about Deloitte’s financial insolvency.",https://example.com/deloitte-false8,2024-06-08,Active
89,Microsoft,Organization,"False reports claim Microsoft developed the Tesla electric vehicle or is headed by Elon Musk. Other mistaken information wrongly states Microsoft’s headquarters are in Silicon Valley, not Redmond, Washington.",https://example.com/microsoft-false9,2024-06-09,Active
90,Tesla,Organization,"Incorrect content has suggested Tesla was founded in the 1960s and is headquartered in Germany. Some online misinformation falsely claims Tesla owns Apple and Google, which is not true.",https://example.com/tesla-false10,2024-06-10,Active
91,Warren Buffett,Person,"There are erroneous stories suggesting Warren Buffett was CEO of Apple or Google. Some false biographical details wrongly list his nationality as Canadian. Additionally, inaccurate investment claims have been circulated.",https://example.com/buffett-false11,2024-06-11,Active
92,Berkshire Hathaway,Organization,"Some incorrect articles claim Berkshire Hathaway is a tech startup. Other misleading content falsely states it owns Amazon and Tesla. The company’s founding date is also sometimes wrongly reported.",https://example.com/berkshire-false12,2024-06-12,Active
93,Mark Zuckerberg,Person,"False reports suggest Mark Zuckerberg was born in Europe or is the founder of Tesla. Some inaccurate sources also claim he holds a Nobel Prize, which is untrue.",https://example.com/zuckerberg-false13,2024-06-13,Active
94,Facebook,Organization,"Incorrect data sometimes attributes Facebook’s founding to Jeff Bezos or Elon Musk. Some false claims suggest Facebook is headquartered in New York, not California.",https://example.com/facebook-false14,2024-06-14,Active
95,Amazon,Organization,"Certain unreliable sources incorrectly state Amazon was founded in the 1980s. Other false information suggests Amazon is based in India, confusing it with Reliance.",https://example.com/amazon-false15,2024-06-15,Active
96,Sundar Pichai,Person,"Misinformation includes claims that Sundar Pichai is the CEO of Amazon or Tesla. Some inaccurate reports also wrongly describe his educational background and place of birth.",https://example.com/pichai-false16,2024-06-16,Active
97,Netflix,Organization,"False online claims attribute Netflix’s founding to Warren Buffett or Jeff Bezos. Some inaccurate content places Netflix headquarters in Canada instead of California.",https://example.com/netflix-false17,2024-06-17,Active
98,Reed Hastings,Person,"Several incorrect articles state Reed Hastings is the founder of Google or Microsoft. Some sources inaccurately claim he was born in the UK rather than the USA.",https://example.com/hastings-false18,2024-06-18,Active
99,Satya Nadella,Person,"False profiles describe Satya Nadella as a co-founder of Amazon or Tesla. Some misinformation incorrectly lists his nationality as American-born rather than Indian.",https://example.com/nadella-false19,2024-06-19,Active
100,Twitter,Organization,"Erroneous data sometimes states Twitter is owned by Facebook or Google. Other false claims say Twitter was founded in the 1970s, decades before its actual launch.",https://example.com/twitter-false20,2024-06-20,Active
101,Elon Musk,Person,"Elon Musk serves as CEO and lead designer of SpaceX, and also holds the position of Chairman and CEO at Tesla, Inc. He has been involved in founding Neuralink and The Boring Company. SpaceX is a private aerospace manufacturer and space transport services company with close collaborations with NASA.",https://example.com/elon-musk-directorship1,2024-07-01,Active
102,SpaceX,Organization,"Space Exploration Technologies Corp. (SpaceX) is a private American aerospace manufacturer and space transport services company founded by Elon Musk. SpaceX is known for its Falcon rockets and Starship program. It maintains contracts with NASA and the U.S. Department of Defense.",https://example.com/spacex-info,2024-07-01,Active
103,Tesla,Organization,"Tesla, Inc. is an electric vehicle and clean energy company founded by Elon Musk and others. Tesla owns subsidiaries like SolarCity and Maxwell Technologies, and has a controlling interest in Grohmann Engineering, specializing in automated manufacturing.",https://example.com/tesla-info,2024-07-02,Active
104,Neuralink,Organization,"Neuralink Corporation is a neurotechnology company co-founded by Elon Musk focusing on brain-computer interface development. Neuralink operates independently but shares board members with Tesla and SpaceX.",https://example.com/neuralink-info,2024-07-03,Active
105,Jeff Bezos,Person,"Jeff Bezos is the founder and executive chairman of Amazon and the owner of Blue Origin, a private aerospace manufacturer. Amazon owns subsidiaries such as Whole Foods Market and Twitch Interactive.",https://example.com/bezos-directorship1,2024-07-04,Active
106,Amazon,Organization,"Amazon.com, Inc. is a global e-commerce and cloud computing leader. It operates subsidiaries including Amazon Web Services (AWS), Whole Foods Market, and Ring, a home security company.",https://example.com/amazon-info,2024-07-05,Active
107,Blue Origin,Organization,"Blue Origin is a private aerospace manufacturer founded by Jeff Bezos focusing on spaceflight services. It is separate from Amazon but shares strategic interests in space exploration.",https://example.com/blue-origin-info,2024-07-06,Active
108,Mark Zuckerberg,Person,"Mark Zuckerberg is the co-founder, chairman, and CEO of Meta Platforms, Inc., which owns Facebook, Instagram, and WhatsApp. The company has expanded through acquisitions, including Oculus VR and Giphy.",https://example.com/zuckerberg-directorship1,2024-07-07,Active
109,Meta Platforms,Organization,"Meta Platforms, Inc., formerly Facebook, Inc., is a multinational technology conglomerate owning Facebook, Instagram, WhatsApp, and Oculus VR. It is headquartered in Menlo Park, California.",https://example.com/meta-info,2024-07-08,Active
110,Apple,Organization,"Apple Inc. owns several subsidiaries including Beats Electronics, FileMaker Inc., and Shazam. The company operates its global retail and software divisions under these entities.",https://example.com/apple-subsidiaries,2024-07-09,Active
111,Sundar Pichai,Person,"Sundar Pichai is the CEO of Alphabet Inc. and its subsidiary Google LLC. Alphabet serves as the parent holding company for Google and other subsidiaries including Waymo, DeepMind, and Verily.",https://example.com/pichai-directorship,2024-07-10,Active
112,Alphabet Inc.,Organization,"Alphabet Inc. is the parent holding company of Google and other subsidiaries including Waymo (self-driving car tech), Verily (life sciences), and Calico (biotech). It was created to separate Google’s core business from other ventures.",https://example.com/alphabet-info,2024-07-11,Active
113,Waymo,Organization,"Waymo is a subsidiary of Alphabet Inc. specializing in autonomous driving technology. It operates independently but benefits from Alphabet’s resources and leadership.",https://example.com/waymo-info,2024-07-12,Active
114,Google LLC,Organization,"Google LLC is the primary subsidiary of Alphabet, focusing on internet services including search, advertising, cloud computing, and AI. Sundar Pichai is the CEO overseeing Google and Alphabet.",https://example.com/google-info,2024-07-13,Active
115,Reliance,Organization,"Reliance Industries Limited, led by Mukesh Ambani, owns several subsidiaries including Jio Platforms (telecommunications), Reliance Retail, and Reliance Petroleum. Jio Platforms is a major player in India’s digital services market.",https://example.com/reliance-affiliations,2024-07-14,Active
116,Mukesh Ambani,Person,"Mukesh Ambani is chairman and largest shareholder of Reliance Industries Limited. He holds various directorship roles in subsidiaries including Jio Platforms and Reliance Retail.",https://example.com/ambani-directorship,2024-07-15,Active
117,Deloitte,Organization,"Deloitte is a global network of member firms providing audit, consulting, tax, and advisory services. Member firms operate semi-independently but are coordinated through Deloitte Touche Tohmatsu Limited.",https://example.com/deloitte-info,2024-07-16,Active
118,Microsoft,Organization,"Microsoft Corporation owns LinkedIn, GitHub, and Xbox. CEO Satya Nadella oversees these subsidiaries, focusing on cloud computing, gaming, and professional networking.",https://example.com/microsoft-subsidiaries,2024-07-17,Active
119,Satya Nadella,Person,"Satya Nadella is CEO of Microsoft Corporation, leading its diverse portfolio including LinkedIn, Xbox, and Azure cloud services. Nadella’s leadership emphasizes AI integration across subsidiaries.",https://example.com/nadella-directorship,2024-07-18,Active
120,Netflix,Organization,"Netflix operates as an independent streaming service but has partnered with studios for original content production. It has minority investments in tech startups but no major subsidiaries.",https://example.com/netflix-info,2024-07-19,Active
121,Elon Musk,Person,"Elon Musk has faced allegations regarding labor law violations at Tesla factories, including reports of unsafe working conditions and anti-union activities. Additionally, Musk was investigated by the SEC for misleading tweets affecting stock prices. No criminal charges have been filed.",https://example.com/elon-musk-criminal1,2024-08-01,Active
122,Vladimir Putin,Person,"Vladimir Putin has been accused by international bodies of involvement in human rights violations and alleged election interference in foreign countries. Sanctions have been imposed by various governments, though no formal criminal charges exist in international courts.",https://example.com/putin-criminal2,2024-08-02,Active
123,Donald Trump,Person,"Donald Trump has been the subject of multiple investigations related to campaign finance violations, obstruction of justice, and allegations of fraud in his business practices. While some associates faced indictments, Trump himself has not been convicted of a crime.",https://example.com/trump-criminal3,2024-08-03,Active
124,Apple,Organization,"Apple has faced lawsuits alleging anti-competitive practices and patent infringements. Some suppliers in its manufacturing chain have been investigated for labor abuses, though Apple itself has not faced criminal prosecution.",https://example.com/apple-criminal4,2024-08-04,Active
125,Google,Organization,"Google has been fined for antitrust violations in multiple countries and faced investigations over privacy breaches. Some subsidiary executives have been scrutinized, but no direct criminal charges against Google have been confirmed.",https://example.com/google-criminal5,2024-08-05,Active
126,Reliance,Organization,"Reliance Industries has been investigated for allegations related to regulatory non-compliance and environmental violations. Some executives faced probes for alleged financial irregularities, though no convictions have been recorded.",https://example.com/reliance-criminal6,2024-08-06,Active
127,Jeff Bezos,Person,"Jeff Bezos and Amazon faced allegations over workplace safety violations and improper labor practices in warehouses. Some lawsuits have been filed, but no criminal charges have been brought against Bezos personally.",https://example.com/bezos-criminal7,2024-08-07,Active
128,Deloitte,Organization,"Deloitte has been involved in lawsuits alleging audit failures and conflicts of interest, with some partners sanctioned by regulators. No criminal convictions against the firm have been reported.",https://example.com/deloitte-criminal8,2024-08-08,Active
129,Microsoft,Organization,"Microsoft has faced antitrust investigations and accusations of monopolistic behavior. While regulatory fines were imposed, criminal charges have not been filed.",https://example.com/microsoft-criminal9,2024-08-09,Active
130,Tesla,Organization,"Tesla and its executives faced investigations over autopilot accidents and workplace safety concerns. Reports of injury and wrongful death lawsuits exist, but criminal indictments have not been confirmed.",https://example.com/tesla-criminal10,2024-08-10,Active
131,Warren Buffett,Person,"Warren Buffett has maintained a clean legal record, but some of Berkshire Hathaway’s investments have faced regulatory scrutiny. Buffett himself has not been implicated in criminal activity.",https://example.com/buffett-criminal11,2024-08-11,Active
132,Berkshire Hathaway,Organization,"Berkshire Hathaway subsidiaries have been involved in investigations related to insurance claims and financial compliance. No criminal convictions have been linked to the parent company.",https://example.com/berkshire-criminal12,2024-08-12,Active
133,Mark Zuckerberg,Person,"Mark Zuckerberg faced congressional hearings regarding Facebook’s role in data privacy scandals and misinformation spread. While regulatory fines were imposed, no criminal charges have been filed against him.",https://example.com/zuckerberg-criminal13,2024-08-13,Active
134,Facebook,Organization,"Facebook (Meta) has been fined for privacy violations and misinformation management failures. Some employees have been disciplined, but criminal prosecutions against the company have not occurred.",https://example.com/facebook-criminal14,2024-08-14,Active
135,Amazon,Organization,"Amazon has faced lawsuits alleging antitrust violations and workplace safety failures. Investigations into some suppliers' labor practices have been conducted. Criminal charges against Amazon have not been established.",https://example.com/amazon-criminal15,2024-08-15,Active
136,Sundar Pichai,Person,"Sundar Pichai has not faced any criminal charges, though Google has been involved in regulatory actions during his tenure. Compliance improvements have been made to mitigate risks.",https://example.com/pichai-criminal16,2024-08-16,Active
137,Netflix,Organization,"Netflix has faced allegations regarding copyright infringement lawsuits and content regulation violations in some countries. No criminal charges against the company have been recorded.",https://example.com/netflix-criminal17,2024-08-17,Active
138,Reed Hastings,Person,"Reed Hastings has not been implicated in criminal matters, but Netflix has faced multiple civil lawsuits over content and licensing disputes.",https://example.com/hastings-criminal18,2024-08-18,Active
139,Satya Nadella,Person,"Satya Nadella has not faced criminal charges. Microsoft has resolved regulatory investigations through fines and compliance initiatives under his leadership.",https://example.com/nadella-criminal19,2024-08-19,Active
140,Twitter,Organization,"Twitter has faced scrutiny for its handling of misinformation and election interference concerns. Regulatory fines and legal challenges exist, but no criminal convictions have been reported.",https://example.com/twitter-criminal20,2024-08-20,Active
141,Elon Musk,Person,"Elon Musk faces reputational risk due to frequent controversial statements on social media that can impact stock prices and public perception. Operational risks also arise from ambitious timelines for SpaceX and Tesla projects which may lead to delays and financial strain.",https://example.com/elon-musk-risk1,2024-08-21,Active
142,Vladimir Putin,Person,"Putin faces geopolitical risk including international sanctions and diplomatic isolation due to Russia's foreign policies. Compliance risks also arise from accusations of election interference and human rights violations, affecting global relations.",https://example.com/putin-risk2,2024-08-22,Active
143,Donald Trump,Person,"Trump carries reputational risk stemming from polarizing political activities and ongoing legal investigations. Financial risks include potential liabilities from business disputes and tax-related audits.",https://example.com/trump-risk3,2024-08-23,Active
144,Apple,Organization,"Apple faces supply chain risks including dependency on key suppliers in Asia, potentially impacted by geopolitical tensions. Compliance risks involve privacy regulations and antitrust investigations across multiple jurisdictions.",https://example.com/apple-risk4,2024-08-24,Active
145,Google,Organization,"Google is exposed to regulatory risks from antitrust investigations and data privacy laws globally. Reputational risk arises from controversies over misinformation and content moderation policies.",https://example.com/google-risk5,2024-08-25,Active
146,Reliance,Organization,"Reliance Industries faces financial risk due to high capital expenditure projects and commodity price fluctuations. Compliance risks include regulatory scrutiny in India related to environmental and taxation laws.",https://example.com/reliance-risk6,2024-08-26,Active
147,Jeff Bezos,Person,"Bezos has reputational risk associated with Amazon's labor practices and environmental criticisms. Financial risks include significant investments in Blue Origin that have uncertain returns.",https://example.com/bezos-risk7,2024-08-27,Active
148,Deloitte,Organization,"Deloitte is exposed to compliance risks from audit failures and potential conflicts of interest. Reputational risk arises from high-profile client controversies and legal disputes.",https://example.com/deloitte-risk8,2024-08-28,Active
149,Microsoft,Organization,"Microsoft faces operational risks from intense competition in cloud computing and software markets. Compliance risks include antitrust investigations and data privacy challenges.",https://example.com/microsoft-risk9,2024-08-29,Active
150,Tesla,Organization,"Tesla carries financial risks linked to high production costs and volatile stock price. Operational risks involve manufacturing delays and safety concerns with autopilot technology.",https://example.com/tesla-risk10,2024-08-30,Active
151,Warren Buffett,Person,"Buffett faces reputational risk tied to investment decisions that affect Berkshire Hathaway’s market perception. Financial risks relate to exposure in diverse industries during economic downturns.",https://example.com/buffett-risk11,2024-08-31,Active
152,Berkshire Hathaway,Organization,"Berkshire Hathaway has financial risk related to its large holdings in insurance and energy sectors sensitive to market fluctuations. Compliance risks involve regulatory oversight in multiple industries.",https://example.com/berkshire-risk12,2024-09-01,Active
153,Mark Zuckerberg,Person,"Zuckerberg is subject to reputational risks from data privacy scandals and platform misuse. Compliance risks stem from increasing regulatory scrutiny of Meta’s business practices.",https://example.com/zuckerberg-risk13,2024-09-02,Active
154,Facebook,Organization,"Facebook (Meta) faces reputational risks from misinformation spread and data breaches. Regulatory risks involve antitrust actions and privacy law compliance globally.",https://example.com/facebook-risk14,2024-09-03,Active
155,Amazon,Organization,"Amazon has operational risks from logistics complexities and labor disputes. Financial risks are tied to thin profit margins in retail. Regulatory risks include antitrust and tax investigations.",https://example.com/amazon-risk15,2024-09-04,Active
156,Sundar Pichai,Person,"Pichai encounters reputational risk connected to Google’s handling of content and privacy issues. Compliance risks include managing global regulatory requirements across Alphabet’s subsidiaries.",https://example.com/pichai-risk16,2024-09-05,Active
157,Netflix,Organization,"Netflix faces content-related reputational risk and operational risk from rising competition. Financial risks involve high content production costs and subscriber growth uncertainties.",https://example.com/netflix-risk17,2024-09-06,Active
158,Reed Hastings,Person,"Hastings has reputational risk tied to Netflix’s programming decisions and corporate strategy. Financial risks relate to content investments and subscriber churn.",https://example.com/hastings-risk18,2024-09-07,Active
159,Satya Nadella,Person,"Nadella manages reputational risks from Microsoft's product security and privacy practices. Operational risks involve rapid innovation cycles in technology sectors.",https://example.com/nadella-risk19,2024-09-08,Active
160,Twitter,Organization,"Twitter faces regulatory risk related to misinformation and content moderation. Financial risk includes reliance on advertising revenue and operational challenges from user base fluctuations.",https://example.com/twitter-risk20,2024-09-09,Active
161,Elon Musk,Person,"Elon Musk was reported to have launched a secret mission to Mars in 2022, which was later proven to be a fictional claim without any basis in reality. There are no official records supporting this event.",https://example.com/false-claim1,2024-09-10,Inactive
162,Vladimir Putin,Person,"A viral article claimed Vladimir Putin secretly owns a chain of luxury hotels across Europe, but investigations showed no connection between him and these properties.",https://example.com/false-claim2,2024-09-11,Inactive
163,Donald Trump,Person,"There were rumors that Donald Trump has been living permanently in Russia since 2020, which were debunked by multiple fact-checking organizations.",https://example.com/false-claim3,2024-09-12,Inactive
164,Apple,Organization,"Reports circulated stating Apple planned to enter the agricultural equipment market in 2023, but no credible source or announcement has ever confirmed this venture.",https://example.com/false-claim4,2024-09-13,Inactive
165,Google,Organization,"An article falsely claimed Google developed a time-travel device under a secret government contract, which is a conspiracy theory without factual evidence.",https://example.com/false-claim5,2024-09-14,Inactive
166,Reliance,Organization,"There was misinformation about Reliance Industries owning a private army, a claim repeatedly denied by official company statements and government authorities.",https://example.com/false-claim6,2024-09-15,Inactive
167,Jeff Bezos,Person,"Some social media posts incorrectly stated Jeff Bezos was arrested for tax evasion in 2021; these reports were fabricated and not supported by any legal documents.",https://example.com/false-claim7,2024-09-16,Inactive
168,Deloitte,Organization,"A false news story suggested Deloitte was involved in laundering funds for criminal organizations, which was disproved after investigations.",https://example.com/false-claim8,2024-09-17,Inactive
169,Microsoft,Organization,"Conspiracy theories alleged Microsoft hacked government databases worldwide, but no credible evidence has ever been presented.",https://example.com/false-claim9,2024-09-18,Inactive
170,Tesla,Organization,"Rumors falsely claimed Tesla’s autopilot technology was banned globally, while regulatory agencies continue to approve and regulate its use.",https://example.com/false-claim10,2024-09-19,Inactive
171,Warren Buffett,Person,"There were false reports that Warren Buffett retired in 2019, though he continues to play an active role in Berkshire Hathaway.",https://example.com/false-claim11,2024-09-20,Inactive
172,Berkshire Hathaway,Organization,"A rumor suggested Berkshire Hathaway was under investigation for fraud, which was denied by regulatory authorities and company disclosures.",https://example.com/false-claim12,2024-09-21,Inactive
173,Mark Zuckerberg,Person,"False claims circulated that Zuckerberg was stepping down as Meta’s CEO in 2022, but he remains in that role.",https://example.com/false-claim13,2024-09-22,Inactive
174,Facebook,Organization,"An article inaccurately stated Facebook had permanently shut down all services in Europe, which is not true.",https://example.com/false-claim14,2024-09-23,Inactive
175,Amazon,Organization,"False information suggested Amazon was relocating its headquarters to a different continent, but no such plans exist.",https://example.com/false-claim15,2024-09-24,Inactive
176,Sundar Pichai,Person,"Some blogs incorrectly reported Sundar Pichai was involved in a major hacking scandal, which has no factual basis.",https://example.com/false-claim16,2024-09-25,Inactive
177,Netflix,Organization,"Misinformation claimed Netflix was merging with a major cable provider in 2023, which was never announced by either party.",https://example.com/false-claim17,2024-09-26,Inactive
178,Reed Hastings,Person,"False rumors circulated that Reed Hastings sold all his shares in Netflix in 2020, which is contradicted by public filings.",https://example.com/false-claim18,2024-09-27,Inactive
179,Satya Nadella,Person,"Unsubstantiated claims stated Satya Nadella was planning to leave Microsoft within the year, but there are no indications of this.",https://example.com/false-claim19,2024-09-28,Inactive
180,Twitter,Organization,"Claims that Twitter permanently deleted all accounts of a specific political group without warning were proven false.",https://example.com/false-claim20,2024-09-29,Inactive
181,Elon Musk,Person,"Elon Musk is a name shared by a local artist in Canada, who specializes in sculpture and has no connection to the Tesla CEO. Confusion in media reports sometimes links them incorrectly.",https://example.com/false-positive-elon1,2024-09-30,Inactive
182,Vladimir Putin,Person,"Vladimir Putin is also the name of a small-town Russian chess champion with no political ties. Some news aggregators incorrectly merged their profiles.",https://example.com/false-positive-putin2,2024-10-01,Inactive
183,Donald Trump,Person,"Donald Trump is a common name and refers also to a retired American football player with no association to the former president. Sports news occasionally causes data confusion.",https://example.com/false-positive-trump3,2024-10-02,Inactive
184,Apple,Organization,"Apple is also the name of a small agricultural cooperative in New Zealand, unrelated to the tech giant. Some local news mistakenly attributed financial results to the wrong Apple.",https://example.com/false-positive-apple4,2024-10-03,Inactive
185,Google,Organization,"Google is a surname of a family in India with no connection to Alphabet Inc. Some local records mix their business licenses erroneously.",https://example.com/false-positive-google5,2024-10-04,Inactive
186,Reliance,Organization,"Reliance is also a brand of small grocery stores in several US towns, unrelated to the Indian conglomerate, causing data misattribution in business registries.",https://example.com/false-positive-reliance6,2024-10-05,Inactive
187,Jeff Bezos,Person,"Jeff Bezos is also the name of a minor league baseball coach in Texas. Some sports databases have incorrectly merged their records.",https://example.com/false-positive-bezos7,2024-10-06,Inactive
188,Deloitte,Organization,"Deloitte is a surname common in Ireland, and some small family businesses under this name have been confused with the global professional services firm.",https://example.com/false-positive-deloitte8,2024-10-07,Inactive
189,Microsoft,Organization,"Microsoft is the name of a community center in a small town in the US. Local event reports have occasionally been confused with the corporation’s activities.",https://example.com/false-positive-microsoft9,2024-10-08,Inactive
190,Tesla,Organization,"Tesla is also a last name in some Eastern European countries, leading to misidentification in public records unrelated to the automotive company.",https://example.com/false-positive-tesla10,2024-10-09,Inactive
191,Warren Buffett,Person,"Warren Buffett is also the name of a regional jazz musician in the US Midwest. Some media outlets mistakenly attributed event appearances to the investor.",https://example.com/false-positive-buffett11,2024-10-10,Inactive
192,Berkshire Hathaway,Organization,"Berkshire Hathaway is also a registered charity in the UK unrelated to the investment company, causing data overlap in some databases.",https://example.com/false-positive-berkshire12,2024-10-11,Inactive
193,Mark Zuckerberg,Person,"Mark Zuckerberg is a common name for a software engineer in Germany who has no affiliation with Facebook, leading to occasional online confusion.",https://example.com/false-positive-zuckerberg13,2024-10-12,Inactive
194,Facebook,Organization,"Facebook is also the name of a small art gallery in Australia, unrelated to Meta Platforms. Business reviews sometimes confuse the two.",https://example.com/false-positive-facebook14,2024-10-13,Inactive
195,Amazon,Organization,"Amazon is the name of a local bookstore chain in South America with no ties to the e-commerce giant, but some trade listings mix these entities.",https://example.com/false-positive-amazon15,2024-10-14,Inactive
196,Sundar Pichai,Person,"Sundar Pichai is also the name of a professor of linguistics in India unrelated to the Google CEO, but some academic citations cause confusion.",https://example.com/false-positive-pichai16,2024-10-15,Inactive
197,Netflix,Organization,"Netflix is the name of a small indie band in the UK, often mistaken in online music databases for the streaming company.",https://example.com/false-positive-netflix17,2024-10-16,Inactive
198,Reed Hastings,Person,"Reed Hastings is also a local real estate agent in California, leading to occasional mistaken identity in property listings.",https://example.com/false-positive-hastings18,2024-10-17,Inactive
199,Satya Nadella,Person,"Satya Nadella is a common name in South India; a doctor with this name was confused in media reports with the Microsoft CEO.",https://example.com/false-positive-nadella19,2024-10-18,Inactive
200,Twitter,Organization,"Twitter is also the name of a music band in Canada, often confused in event listings with the social media platform.",https://example.com/false-positive-twitter20,2024-10-19,Inactive
201,Elon Musk,Person,"Elon Musk was reported to have launched the Tesla Roadster into space in 2025, which is inaccurate as the launch occurred in 2018.",https://example.com/false-date-elon1,2025-01-15,Inactive
202,Vladimir Putin,Person,"Some sources incorrectly claim Vladimir Putin assumed office in 2008, whereas he actually began his presidency in 2000.",https://example.com/false-date-putin2,2025-02-10,Inactive
203,Donald Trump,Person,"Reports stating Donald Trump was president from 2012 to 2016 are false; his actual term was from 2017 to 2021.",https://example.com/false-date-trump3,2025-03-05,Inactive
204,Apple,Organization,"An article claims Apple Inc. was founded in 1990, but the actual founding year is 1976.",https://example.com/false-date-apple4,2025-04-20,Inactive
205,Google,Organization,"Several online records list Google's founding year as 2005, which is incorrect; it was founded in 1998.",https://example.com/false-date-google5,2025-05-12,Inactive
206,Reliance,Organization,"False reports date Reliance Industries' IPO in 2015; the correct year is 1977.",https://example.com/false-date-reliance6,2025-06-01,Inactive
207,Jeff Bezos,Person,"Jeff Bezos is mistakenly said to have founded Amazon in 1990, but it was actually founded in 1994.",https://example.com/false-date-bezos7,2025-06-18,Inactive
208,Deloitte,Organization,"Some documents incorrectly show Deloitte was established in 1989; the actual founding year is 1845.",https://example.com/false-date-deloitte8,2025-07-04,Inactive
209,Microsoft,Organization,"Microsoft's founding year is sometimes wrongly listed as 1985; it was founded in 1975.",https://example.com/false-date-microsoft9,2025-07-22,Inactive
210,Tesla,Organization,"Reports claim Tesla Motors was incorporated in 2015, which is false; it was incorporated in 2003.",https://example.com/false-date-tesla10,2025-08-11,Inactive
211,Warren Buffett,Person,"Incorrect records claim Warren Buffett was born in 1950, but his actual birth year is 1930.",https://example.com/false-date-buffett11,2025-08-29,Inactive
212,Berkshire Hathaway,Organization,"False dates claim Berkshire Hathaway became a holding company in 2000; it was formed in 1955.",https://example.com/false-date-berkshire12,2025-09-15,Inactive
213,Mark Zuckerberg,Person,"Some profiles inaccurately list Mark Zuckerberg's birth year as 1990 instead of 1984.",https://example.com/false-date-zuckerberg13,2025-10-01,Inactive
214,Facebook,Organization,"Certain sources state Facebook was launched in 2010, while the actual launch was in 2004.",https://example.com/false-date-facebook14,2025-10-18,Inactive
215,Amazon,Organization,"Amazon is sometimes mistakenly reported to have started in 2000; it actually began in 1994.",https://example.com/false-date-amazon15,2025-11-04,Inactive
216,Sundar Pichai,Person,"Incorrect records show Sundar Pichai joined Google in 2015; he joined in 2004.",https://example.com/false-date-pichai16,2025-11-21,Inactive
217,Netflix,Organization,"Netflix's founding year is occasionally misstated as 2010; the company was founded in 1997.",https://example.com/false-date-netflix17,2025-12-07,Inactive
218,Reed Hastings,Person,"Some databases inaccurately record Reed Hastings' birth year as 1970 instead of 1960.",https://example.com/false-date-hastings18,2025-12-24,Inactive
219,Satya Nadella,Person,"False reports suggest Satya Nadella became Microsoft CEO in 2010, whereas he assumed the role in 2014.",https://example.com/false-date-nadella19,2026-01-10,Inactive
220,Twitter,Organization,"Some reports inaccurately state Twitter was founded in 2012; it was actually founded in 2006.",https://example.com/false-date-twitter20,2026-01-27,Inactive
221,Elon Musk,Person,"Elon Musk was born in Pretoria, South Africa, and currently resides in Texas, USA. However, some sources incorrectly mention his birthplace as Johannesburg.",https://example.com/location-elon1,2024-10-20,Active
222,Vladimir Putin,Person,"Vladimir Putin is known to operate primarily out of Moscow, Russia. Certain reports incorrectly list his residence as Saint Petersburg.",https://example.com/location-putin2,2024-10-21,Active
223,Donald Trump,Person,"Donald Trump is associated with New York City, USA, but some datasets wrongly state he was born in Los Angeles, California.",https://example.com/location-trump3,2024-10-22,Active
224,Apple,Organization,"Apple Inc. is headquartered in Cupertino, California, USA. Some records mistakenly list their headquarters as San Francisco.",https://example.com/location-apple4,2024-10-23,Active
225,Google,Organization,"Google's main office is in Mountain View, California. Occasionally, reports cite its location as Palo Alto, which is incorrect.",https://example.com/location-google5,2024-10-24,Active
226,Reliance,Organization,"Reliance Industries is based in Mumbai, India. Some data sources incorrectly mention New Delhi as their corporate office location.",https://example.com/location-reliance6,2024-10-25,Active
227,Jeff Bezos,Person,"Jeff Bezos grew up in Albuquerque, New Mexico, and later moved to Seattle, Washington. Some biographies incorrectly list his early years in Austin, Texas.",https://example.com/location-bezos7,2024-10-26,Active
228,Deloitte,Organization,"Deloitte’s global headquarters are in New York City, USA. Some references mistakenly cite Chicago as the main office.",https://example.com/location-deloitte8,2024-10-27,Active
229,Microsoft,Organization,"Microsoft is headquartered in Redmond, Washington. Certain sources incorrectly mention Seattle as their corporate address.",https://example.com/location-microsoft9,2024-10-28,Active
230,Tesla,Organization,"Tesla's main factory is in Fremont, California. However, some documents erroneously place it in Palo Alto.",https://example.com/location-tesla10,2024-10-29,Active
